Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var2_1,Var2_2,Var2_3,Var2_4,Var2_5,Var2_6,Var2_7,Var2_8
40,40,40,40,40,40,40,40,0.446558769848741,0.446558769848741,0.446558769848741,0.446558769848741,0.446558769848741,0.446558769848741,0.446558769848741,0.446558769848741
